school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,course
GP,M,18.0,U,GT3,T,2.0,2.0,other,services,reputation,father,1,2,0,no,no,no,no,yes,no,yes,no,5,5,4,3,5,2,16,8,7,8,por
GP,F,17.0,U,LE3,A,2.0,2.0,other,other,home,mother,1,1,1,no,yes,no,no,no,no,yes,no,3,1,2,1,1,1,8,11,9,10,por
GP,F,17.0,R,LE3,T,1.0,1.0,at_home,other,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,3,5,4,15,14,15,por
GP,F,17.0,U,LE3,A,4.0,2.0,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,4,3,2,1,1,4,4,15,14,14,por
GP,M,17.0,U,LE3,T,4.0,3.0,health,other,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,2,5,5,1,4,5,8,15,15,15,por
GP,M,17.0,R,LE3,A,4.0,4.0,teacher,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,3,3,3,2,3,4,0,12,12,12,por
GP,M,16.0,U,LE3,T,4.0,3.0,teacher,other,course,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,4,5,1,1,3,7,14,14,15,por
GP,M,16.0,U,GT3,T,4.0,4.0,services,services,course,mother,1,1,0,no,no,yes,yes,yes,yes,yes,no,5,3,2,1,2,5,4,14,15,15,por
GP,F,17.0,U,GT3,T,4.0,4.0,teacher,services,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,3,1,1,4,5,2,11,11,12,por
GP,M,17.0,R,GT3,T,1.0,1.0,other,other,home,father,2,3,0,no,no,no,no,no,yes,yes,yes,4,3,3,1,1,1,2,13,14,15,por
GP,F,17.0,U,GT3,T,3.0,3.0,services,other,home,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,3,5,10,11,11,11,por
GP,F,17.0,U,GT3,T,1.0,1.0,at_home,other,course,mother,1,2,0,yes,no,no,no,no,yes,no,yes,4,3,2,1,1,4,10,10,9,10,por
GP,F,18.0,U,GT3,T,2.0,1.0,other,other,course,,2,3,0,no,yes,no,no,no,yes,yes,yes,4,4,4,1,1,3,10,12,10,11,por
GP,M,16.0,U,GT3,T,2.0,1.0,other,other,course,mother,3,1,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,4,7,15,16,16,por
GP,F,17.0,U,GT3,T,1.0,1.0,other,services,course,father,1,2,0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,5,4,11,10,11,por
GP,M,17.0,U,GT3,T,2.0,3.0,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,2,2,9,12,13,por
GP,M,22.0,U,GT3,T,3.0,1.0,services,services,other,mother,1,1,3,no,no,no,no,no,no,yes,yes,5,4,5,5,5,1,12,7,8,5,por
GP,M,18.0,R,LE3,T,3.0,3.0,other,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,5,8,10,9,10,por
GP,M,16.0,U,GT3,T,0.0,2.0,other,other,other,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,3,2,2,4,5,0,11,12,11,por
GP,M,18.0,U,GT3,T,3.0,2.0,services,other,course,mother,2,1,0,no,no,no,no,yes,no,yes,no,4,4,5,2,4,5,8,7,8,7,por
GP,M,16.0,U,GT3,T,3.0,3.0,at_home,other,reputation,,3,2,1,yes,yes,no,no,no,yes,yes,no,5,3,3,1,3,2,4,9,11,10,por
GP,M,18.0,U,GT3,T,2.0,1.0,services,services,other,mother,1,1,2,no,no,no,no,no,no,yes,no,3,2,5,2,5,5,4,7,8,6,por
GP,M,16.0,R,GT3,T,2.0,1.0,other,other,course,mother,2,1,0,no,no,no,yes,no,yes,no,no,3,3,2,1,3,3,2,14,13,12,por
GP,M,17.0,R,GT3,T,2.0,1.0,other,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,5,0,12,12,13,por
GP,M,17.0,U,LE3,T,1.0,1.0,health,other,course,mother,2,1,1,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,2,5,0,9,10,10,por
GP,F,18.0,U,LE3,A,2.0,1.0,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,yes,4,3,4,1,3,5,2,12,12,13,por
GP,F,17.0,U,LE3,T,4.0,2.0,teacher,services,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,2,3,1,1,4,2,14,15,17,por
GP,F,19.0,U,GT3,T,2.0,2.0,services,services,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,5,0,10,10,11,por
GP,M,18.0,U,LE3,T,2.0,1.0,services,other,course,mother,3,2,1,no,no,no,yes,no,no,yes,no,4,4,5,4,4,5,4,11,10,11,por
GP,F,17.0,R,GT3,T,4.0,2.0,other,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,3,5,2,11,12,14,por
GP,F,18.0,U,LE3,T,1.0,1.0,other,at_home,home,mother,1,3,0,no,yes,no,no,no,yes,no,no,4,4,3,2,3,3,4,11,12,14,por
GP,F,18.0,R,GT3,T,2.0,2.0,other,other,home,mother,1,2,0,yes,no,no,no,yes,yes,no,no,3,2,3,1,1,5,4,11,11,13,por
GP,M,19.0,U,LE3,A,4.0,3.0,services,at_home,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,1,1,4,11,13,14,por
GP,M,18.0,U,GT3,T,2.0,1.0,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,4,2,16,16,16,por
GP,M,17.0,R,GT3,T,2.0,2.0,other,services,other,mother,2,1,0,no,no,no,no,no,no,no,no,5,2,2,1,1,4,0,9,10,10,por
GP,F,17.0,U,LE3,T,2.0,2.0,services,services,course,father,1,4,0,no,no,no,yes,yes,yes,yes,yes,3,4,1,1,1,2,2,10,11,12,por
GP,F,20.0,R,GT3,T,,,other,other,course,,2,2,0,no,yes,yes,yes,yes,no,yes,yes,1,2,3,1,2,2,8,10,12,12,por
GP,F,18.0,U,GT3,T,4.0,3.0,services,other,home,father,1,2,0,no,yes,no,no,yes,yes,yes,yes,3,1,2,1,3,2,2,15,15,15,por
GP,M,18.0,U,GT3,T,4.0,3.0,teacher,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,3,2,10,10,11,por
GP,M,18.0,R,GT3,T,3.0,2.0,other,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,3,2,10,11,12,por
GP,F,17.0,U,GT3,T,3.0,3.0,other,other,home,mother,1,3,0,no,no,no,yes,no,yes,no,no,3,2,3,1,1,4,2,15,12,13,por
GP,F,18.0,U,GT3,T,2.0,2.0,at_home,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,3,0,11,12,13,por
GP,M,17.0,U,GT3,T,2.0,2.0,other,other,home,father,2,1,0,no,no,no,no,yes,no,yes,no,4,4,4,2,3,4,8,8,8,9,por
GP,M,18.0,R,LE3,A,3.0,4.0,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,3,4,1,6,15,16,16,por
GP,M,17.0,U,GT3,T,3.0,1.0,services,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,4,3,4,5,0,11,11,14,por
GP,F,18.0,R,GT3,T,4.0,4.0,teacher,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,4,3,4,2,2,4,8,10,11,12,por
GP,M,18.0,U,GT3,T,4.0,2.0,health,other,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,yes,5,4,5,1,3,5,4,10,12,14,por
GP,F,18.0,R,GT3,T,2.0,1.0,other,other,reputation,mother,2,2,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,3,12,8,9,10,por
GP,F,19.0,U,GT3,T,3.0,3.0,other,services,home,,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,3,3,5,16,11,12,12,por
GP,F,18.0,U,GT3,T,2.0,3.0,other,services,reputation,father,1,4,0,no,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,2,10,16,16,16,por
GP,F,18.0,U,LE3,T,1.0,1.0,other,other,home,mother,2,2,0,no,yes,no,no,no,yes,no,no,4,4,3,1,1,3,2,13,13,13,por
GP,M,17.0,R,GT3,T,1.0,2.0,at_home,at_home,home,mother,1,2,0,no,yes,no,yes,no,yes,no,yes,3,5,2,2,2,1,2,16,17,18,por
GP,F,18.0,U,GT3,T,2.0,1.0,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,2,5,1,2,1,8,14,14,15,por
GP,F,17.0,U,GT3,T,2.0,4.0,at_home,health,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,1,1,6,15,16,16,por
GP,F,17.0,U,LE3,T,2.0,2.0,services,other,course,mother,2,2,0,yes,yes,no,no,yes,yes,yes,yes,4,4,4,2,3,5,6,12,12,12,por
GP,F,18.0,R,GT3,A,3.0,2.0,other,services,home,mother,2,2,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,5,15,12,9,10,por
GP,M,18.0,U,GT3,T,4.0,4.0,teacher,services,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,3,2,4,1,4,3,6,11,12,12,por
GP,F,18.0,U,GT3,T,4.0,4.0,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,4,2,14,12,13,por
GP,F,17.0,U,GT3,T,2.0,2.0,other,services,reputation,father,3,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,3,1,1,1,8,13,15,15,por
GP,F,19.0,R,GT3,T,3.0,2.0,services,services,reputation,father,1,2,1,yes,yes,no,no,yes,no,yes,no,3,3,3,4,3,3,0,9,8,10,por
GP,M,18.0,U,LE3,T,4.0,3.0,teacher,services,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,2,3,1,2,1,0,10,10,10,por
GP,M,18.0,U,GT3,T,1.0,2.0,at_home,other,home,,2,1,0,no,no,no,no,no,no,yes,no,3,4,4,2,4,4,10,10,10,11,por
GP,M,17.0,U,LE3,A,4.0,1.0,services,other,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,yes,4,5,4,2,4,5,22,11,11,10,por
GP,M,17.0,U,LE3,A,3.0,2.0,teacher,services,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,18,13,13,13,por
GP,F,18.0,R,LE3,T,1.0,1.0,at_home,other,reputation,mother,2,4,0,no,yes,no,yes,yes,yes,no,no,5,2,2,1,1,3,2,17,17,18,por
GP,F,18.0,U,GT3,T,1.0,1.0,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,4,0,12,13,13,por
GP,F,17.0,U,GT3,T,2.0,2.0,other,other,course,mother,1,2,0,no,yes,no,no,no,yes,yes,no,5,4,5,1,2,5,12,12,12,14,por
GP,F,18.0,U,GT3,T,2.0,1.0,other,other,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,1,1,1,5,10,12,13,14,por
GP,M,17.0,U,GT3,T,1.0,1.0,other,other,reputation,father,1,2,0,no,no,no,no,no,yes,yes,no,4,3,3,1,2,4,0,12,12,12,por
GP,F,18.0,U,GT3,T,2.0,2.0,at_home,at_home,other,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,2,0,18,18,18,por
GP,F,17.0,U,GT3,T,1.0,1.0,services,teacher,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,13,13,14,por
GP,M,18.0,U,GT3,T,2.0,1.0,services,services,reputation,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,2,4,1,3,2,0,14,15,15,por
GP,M,18.0,U,LE3,A,4.0,4.0,teacher,teacher,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,2,0,17,17,17,por
GP,M,18.0,U,GT3,T,4.0,2.0,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,4,5,2,15,16,16,por
GP,F,,U,GT3,T,4.0,3.0,health,services,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,2,3,0,17,18,18,por
GP,F,17.0,R,LE3,T,3.0,1.0,services,other,reputation,mother,2,4,0,no,yes,no,no,yes,yes,no,no,3,1,2,1,1,3,0,18,19,19,por
GP,M,18.0,R,LE3,T,3.0,2.0,services,other,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,2,1,1,4,0,14,15,15,por
GP,M,17.0,U,GT3,T,3.0,3.0,health,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,3,1,3,5,0,14,15,15,por
GP,F,19.0,U,GT3,T,4.0,4.0,health,other,reputation,,2,2,0,no,yes,no,yes,yes,yes,yes,no,2,3,4,2,3,2,2,14,13,13,por
GP,F,18.0,U,LE3,T,4.0,3.0,other,other,home,,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,5,1,2,2,0,13,14,14,por
GP,F,18.0,U,GT3,T,4.0,3.0,other,other,reputation,father,1,4,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,16,17,17,por
GP,M,18.0,U,LE3,T,4.0,4.0,teacher,teacher,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,1,4,2,2,2,1,0,18,18,17,por
GP,F,18.0,U,LE3,A,4.0,4.0,health,other,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,2,4,1,1,4,0,14,15,15,por
GP,M,17.0,U,LE3,T,4.0,4.0,other,teacher,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,4,1,1,2,2,5,0,12,13,13,por
GP,F,17.0,R,GT3,T,4.0,4.0,services,services,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,1,5,0,7,7,8,por
GP,F,17.0,U,GT3,T,4.0,2.0,other,other,reputation,mother,2,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,3,0,16,16,16,por
GP,F,17.0,U,GT3,T,3.0,2.0,health,health,reputation,father,1,4,0,no,yes,no,yes,no,yes,yes,no,5,2,2,1,2,5,0,18,18,18,por
GP,M,19.0,R,LE3,T,2.0,1.0,at_home,services,course,mother,2,3,1,no,no,no,yes,yes,yes,yes,yes,4,3,1,1,1,5,0,9,10,11,por
GP,M,20.0,U,GT3,A,3.0,2.0,services,other,course,,1,1,2,no,no,no,yes,yes,yes,no,no,5,5,3,1,1,5,0,14,15,15,por
GP,M,19.0,R,GT3,T,3.0,3.0,other,services,reputation,father,1,2,0,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,5,0,10,10,11,por
GP,F,18.0,U,GT3,T,1.0,4.0,other,teacher,home,mother,1,2,0,yes,yes,no,no,no,yes,no,yes,3,4,4,1,2,5,2,10,10,11,por
GP,F,18.0,U,GT3,T,2.0,1.0,services,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,2,1,2,12,12,15,por
GP,F,17.0,U,GT3,T,2.0,3.0,other,other,course,father,2,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,1,1,1,3,2,11,12,14,por
GP,F,17.0,R,GT3,T,4.0,4.0,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,4,4,1,1,5,2,15,16,17,por
GP,F,18.0,U,GT3,T,4.0,3.0,other,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,1,1,5,2,14,15,17,por
GP,F,18.0,U,LE3,T,4.0,3.0,health,services,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,3,2,4,1,4,1,8,12,12,15,por
GP,F,17.0,R,GT3,T,3.0,4.0,at_home,services,course,father,1,3,0,no,yes,no,yes,no,yes,yes,no,4,3,4,2,5,5,2,15,15,17,por
GP,F,18.0,U,GT3,T,3.0,3.0,at_home,other,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,1,4,1,1,3,8,11,12,14,por
GP,M,19.0,U,GT3,T,4.0,2.0,health,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,5,4,4,1,1,1,9,11,10,10,por
GP,F,18.0,U,GT3,T,4.0,4.0,teacher,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,5,0,12,11,13,por
GP,F,18.0,U,GT3,T,3.0,4.0,other,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,5,4,4,1,1,1,4,11,12,14,por
GP,F,17.0,U,GT3,T,4.0,4.0,health,health,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,2,5,2,14,15,17,por
GP,F,17.0,U,GT3,A,4.0,3.0,services,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,5,2,2,1,2,5,14,15,14,17,por
GP,F,17.0,U,LE3,A,3.0,3.0,services,other,home,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,5,3,3,1,1,5,0,12,12,13,por
GP,F,17.0,U,LE3,T,2.0,1.0,other,other,home,father,1,2,0,no,no,no,yes,yes,yes,yes,no,4,2,3,2,2,2,2,11,12,14,por
GP,M,18.0,U,LE3,T,4.0,4.0,other,other,reputation,father,1,1,0,no,yes,no,no,yes,yes,yes,no,4,2,5,3,4,5,2,8,9,11,por
GP,F,19.0,U,GT3,T,,,other,other,course,,3,3,0,no,no,no,yes,yes,no,no,yes,1,5,5,4,3,5,12,10,10,11,por
GP,F,19.0,U,LE3,A,1.0,1.0,other,other,course,,3,2,2,no,yes,no,no,no,yes,yes,yes,5,3,4,1,1,4,2,8,8,9,por
GP,F,18.0,U,GT3,T,2.0,2.0,other,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,5,2,4,5,2,10,10,10,por
GP,F,17.0,U,GT3,T,2.0,2.0,other,other,course,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,4,2,2,1,1,3,4,14,13,13,por
GP,F,17.0,R,LE3,T,2.0,2.0,services,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,3,3,2,2,2,3,0,11,11,10,por
GP,F,17.0,U,GT3,T,3.0,1.0,services,services,course,father,1,3,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,5,0,17,18,17,por
GP,F,17.0,U,LE3,T,0.0,2.0,at_home,at_home,home,father,2,3,0,no,no,no,no,yes,yes,yes,no,3,3,3,2,3,2,0,14,14,15,por
GP,F,18.0,U,GT3,T,1.0,1.0,other,other,home,mother,2,3,0,no,no,no,yes,yes,yes,yes,no,4,5,5,1,2,2,0,14,14,14,por
GP,M,18.0,U,GT3,T,4.0,4.0,other,other,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,3,0,13,14,13,por
GP,M,17.0,U,GT3,T,3.0,3.0,other,services,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,4,3,5,3,5,5,0,17,18,17,por
GP,M,17.0,R,GT3,T,2.0,2.0,services,other,course,mother,4,1,0,no,yes,no,no,yes,yes,yes,no,4,4,5,5,5,4,2,11,10,10,por
GP,F,17.0,U,GT3,T,4.0,4.0,teacher,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,3,4,0,13,12,13,por
GP,F,17.0,U,GT3,T,4.0,4.0,teacher,teacher,course,mother,2,3,0,no,yes,no,no,no,yes,yes,yes,4,3,3,1,2,4,4,15,14,15,por
GP,F,17.0,U,GT3,T,3.0,3.0,at_home,other,course,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,no,4,2,5,2,5,5,2,11,12,11,por
GP,M,18.0,U,LE3,T,2.0,2.0,other,other,course,mother,1,4,0,no,yes,yes,yes,yes,yes,yes,no,4,5,5,2,4,5,0,11,11,12,por
GP,M,19.0,R,GT3,T,3.0,2.0,at_home,services,home,,1,1,0,no,yes,no,no,no,yes,no,yes,5,3,4,2,2,5,0,11,10,10,por
GP,F,18.0,U,GT3,T,2.0,2.0,at_home,other,course,mother,4,2,0,no,no,no,yes,yes,yes,no,yes,4,2,5,1,1,2,2,10,9,10,por
GP,F,17.0,R,GT3,T,2.0,4.0,at_home,other,course,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,0,15,15,15,por
GP,M,18.0,U,GT3,T,2.0,2.0,other,other,reputation,mother,1,1,0,no,no,no,no,no,yes,yes,no,5,4,2,1,2,5,6,15,14,15,por
GP,F,,U,GT3,T,3.0,3.0,services,services,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,3,4,1,1,4,8,10,11,12,por
GP,F,18.0,U,LE3,T,2.0,2.0,other,other,home,,1,2,0,no,no,no,yes,no,yes,yes,yes,4,3,3,1,1,2,0,10,9,12,por
GP,F,18.0,R,GT3,T,2.0,2.0,at_home,other,course,mother,2,4,0,no,no,no,yes,yes,yes,no,no,4,4,4,1,1,4,6,14,13,14,por
GP,F,17.0,U,GT3,T,3.0,4.0,services,other,course,mother,1,3,0,no,no,no,no,yes,yes,yes,no,4,4,5,1,3,5,8,11,13,14,por
GP,F,17.0,U,GT3,T,3.0,2.0,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,3,2,2,3,2,0,12,13,15,por
GP,F,18.0,U,LE3,T,3.0,3.0,services,services,home,mother,1,4,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,1,4,14,14,15,por
GP,F,17.0,R,GT3,A,3.0,2.0,other,other,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,2,3,2,0,14,14,16,por
GP,M,18.0,U,GT3,T,4.0,4.0,teacher,services,home,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,2,2,0,12,12,13,por
GP,M,18.0,U,LE3,T,3.0,4.0,services,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,3,1,3,5,6,16,16,17,por
GP,F,17.0,U,GT3,A,2.0,2.0,at_home,at_home,home,father,1,2,0,no,yes,no,no,yes,yes,yes,yes,3,3,1,1,2,4,18,10,12,14,por
GP,F,18.0,U,GT3,T,2.0,3.0,at_home,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,3,0,11,12,14,por
GP,F,18.0,U,GT3,T,3.0,2.0,other,services,other,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,1,4,14,16,17,por
GP,M,18.0,R,GT3,T,4.0,3.0,teacher,services,course,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,3,2,1,2,4,4,15,14,17,por
GP,M,18.0,U,GT3,T,4.0,3.0,teacher,other,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,yes,5,4,5,2,3,5,0,14,13,14,por
GP,F,17.0,U,GT3,T,4.0,3.0,health,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1,3,4,0,11,12,13,por
GP,F,17.0,U,GT3,T,2.0,1.0,services,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,2,1,10,12,15,15,por
GP,F,17.0,U,GT3,T,2.0,1.0,services,other,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,2,4,4,4,12,16,16,por
GP,F,19.0,U,LE3,A,2.0,3.0,at_home,other,home,,2,1,1,no,no,no,no,yes,no,yes,no,2,2,3,3,4,5,16,10,11,11,por
GP,F,17.0,U,GT3,T,3.0,1.0,other,at_home,home,mother,1,1,1,no,yes,yes,no,yes,yes,yes,yes,4,1,2,1,1,3,6,10,13,13,por
GP,F,21.0,U,LE3,T,4.0,4.0,other,other,reputation,,1,3,2,no,no,yes,yes,yes,yes,yes,no,3,3,2,1,1,5,0,9,12,12,por
GP,M,18.0,U,LE3,T,2.0,2.0,services,services,reputation,mother,1,2,0,no,yes,no,yes,no,no,yes,no,4,4,4,1,3,3,11,9,11,12,por
GP,M,18.0,U,LE3,A,3.0,4.0,other,other,reputation,,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,3,5,1,4,2,9,13,14,15,por
GP,F,17.0,U,GT3,T,2.0,2.0,services,services,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,4,1,3,4,0,13,17,17,por
GP,M,17.0,U,LE3,A,4.0,4.0,health,other,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,4,2,12,15,15,por
GP,F,18.0,U,LE3,T,4.0,2.0,teacher,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,3,0,14,17,17,por
GP,M,21.0,R,LE3,T,1.0,1.0,at_home,other,course,,2,2,2,no,yes,no,yes,yes,no,yes,yes,5,3,3,5,2,4,21,9,10,10,por
GP,F,20.0,R,GT3,T,1.0,1.0,other,other,reputation,,2,3,0,no,no,no,no,yes,yes,yes,yes,3,2,2,1,3,3,8,11,15,15,por
GP,F,19.0,U,GT3,T,4.0,4.0,teacher,other,home,,1,1,1,no,yes,no,no,yes,yes,yes,yes,3,2,5,4,4,5,5,9,10,11,por
GP,M,17.0,U,LE3,A,3.0,2.0,other,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,2,5,10,16,18,18,por
GP,F,18.0,U,GT3,T,3.0,2.0,at_home,other,reputation,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,3,4,1,2,2,5,14,17,17,por
GP,M,18.0,R,GT3,T,2.0,3.0,other,services,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,1,3,4,5,4,13,13,14,14,por
GP,M,19.0,U,GT3,T,2.0,1.0,other,other,reputation,mother,1,1,0,no,no,no,no,yes,yes,yes,no,5,3,4,1,4,4,10,7,11,11,por
GP,F,18.0,U,LE3,A,2.0,2.0,services,other,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,1,4,1,3,4,10,14,17,17,por
GP,F,,U,GT3,T,1.0,0.0,other,other,reputation,mother,2,1,1,yes,no,no,no,yes,yes,yes,yes,5,3,1,1,1,5,5,8,10,10,por
GP,F,18.0,U,GT3,T,3.0,2.0,services,other,home,mother,1,2,0,no,yes,no,yes,no,yes,yes,yes,3,1,2,1,2,1,4,10,13,13,por
MS,F,16.0,U,GT3,T,1.0,3.0,at_home,other,other,father,2,1,0,no,yes,no,no,yes,no,yes,yes,4,3,3,1,3,5,11,10,11,11,por
MS,F,16.0,R,GT3,T,2.0,2.0,other,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,1,5,0,12,12,12,por
MS,F,15.0,R,GT3,T,1.0,1.0,at_home,services,other,mother,1,1,1,no,yes,no,no,yes,yes,no,yes,4,1,3,1,1,2,6,10,10,10,por
MS,F,15.0,R,GT3,T,3.0,3.0,at_home,other,course,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,5,4,4,2,3,5,4,10,10,11,por
MS,F,16.0,R,GT3,T,2.0,3.0,at_home,services,course,mother,2,2,0,no,no,no,no,yes,yes,no,no,4,5,2,1,2,5,0,16,17,17,por
MS,F,15.0,R,LE3,T,2.0,1.0,at_home,other,home,mother,2,1,0,no,no,no,no,yes,no,no,no,1,3,4,1,1,1,0,6,8,9,por
MS,M,16.0,R,LE3,A,4.0,4.0,at_home,other,home,mother,1,2,0,no,yes,no,no,yes,yes,no,no,5,3,2,1,3,2,5,10,11,11,por
